num,sentence,entity,compare,num
13,焊、热处理、表面处理及特种加工等先进制造工艺,(焊、热处理、表面处理及特种加工等先进制造)工艺、(先进制造)工艺,,
13,新能源与节能,新能源,,
13,新机理、高转化效率的太阳能利用技术,新机理、效率、太阳能、技术,,
13,高效低成本太阳能电池产业化技术,(高效)低成本、技术,,
13,钙钛矿电池材料与器件稳定性的设计、实现及测试标准,(钙钛矿电池)材料、(器件)稳定性、(测试)标准,,
13,新机理、高转化效率的风能技术,(新机理、高转化效率的风能)技术、(风能)技术,,
13,风能、核能设备与核心配套零部件,风能、(核能)设备、(核心配套)零部件,,
13,新机理、高转化效率的生物质能技术,(新机理、高转化效率的生物质能)技术、(生物质能)技术,,
13,低成本、低耗能、清洁、安全、高效制氢和储氢技术,低成本、(高效)制氢、(储氢)技术,,
13,以氢为燃料的发动机与发电系统关键技术,(燃料的)发动机、(发电)系统、关键技术,,
13,新型动力电池（组）与储能电池技术,(新型)动力电池、组、(电池)技术,,
13,新型高安全、高比能固态锂电池技术,高比、(固态锂电池)技术,,
13,非贵金属催化剂的高效燃料电池技术,(非贵金属)催化剂、(高效)燃料、技术,,
13,大功率、高安全动力锂电池技术,(大功率、高安全动力锂电池)技术、(高安全)动力、(动力)锂电池、技术,,
13,环境友好型的动力电池回收技术,环境友好、(动力电池回收)技术,,
13,阀控密封铅酸蓄电池、镍氢电池等新型动力电池技术,(铅酸)蓄电池、镍氢电池、(新型动力电池)技术,,
13,超级电容器与热电转换技术,(超级)电容器、技术,,
13,分布式新能源发电,能源,,
13,高效节能锅炉窑炉自动化控制,(高效节能锅炉)窑炉,,
13,低温余热及高温固体余热深度回收利用技术,(低温)余热、(高温)固体、深度、技术,,
13,地源热泵技术,(地源)热泵、技术,,
13,非晶变压器,(非晶)变压器,,
13,智慧能源管理与智能优化节能技术,(智慧)能源管理、智能、(节能)技术,,
13,高效电动机、高效空压机、高效泵、变频器等工业节能设备,(高效)电动机、(高效)空压机、(高效)泵、(工业节能)设备,,
13,高效照明产品、高效节能空调,(高效照明)产品、(高效节能)空调,,
13,节能与新能源汽车技术,(节能与新能源汽车)技术、(新能源)汽车、技术,,
13,建筑节能技术,(建筑节能)技术,,
13,高技术船舶和海洋工程装备,(高技术)船舶、(海洋工程)装备,,
13,海洋勘探、海底工程、海上油气生产平台、海洋可再生能源装备、港口机械等海洋工程装备,海洋、(勘探、海底工程、海上油气生产平台、海洋可再生能源装备、港口机械等海洋工程)装备、(海底)工程、(海上)油气、(生产)平台、海洋、装备、港口机械、(海洋工程)装备,,
13,电动船舶、汽车滚装船、液化气运输船、客滚船、远洋渔船、游艇、大型邮轮等高技术船舶,(电动)船舶、(汽车)滚装船、(液化气)运输船、客滚船、远洋渔船、(游艇、大型邮轮等高)技术、(大型)邮轮、(等高)技术、船舶,,
13,海工装备零部件再制造技术,零部件、技术,,
13,船舶智能化技术,(船舶智能化)技术,,
13,海洋装备智能腐蚀控制技术,(海洋)装备、智能、技术,,
13,现代服务业支撑技术,(现代)服务业、技术,,
13,新兴服务业支撑平台研发与示范,(新兴)服务业、平台,,
13,跨平台服务信用管理关键技术,信用、关键技术,,
13,服务内容资源管理关键技术,(服务)内容、资源、关键技术,,
13,数字生活服务共性技术,(数字生活服务共性)技术,,
13,网络技术、智能标签、智能终端等应用于现代服务业的关键技术,(网络)技术、(智能)标签、智能终端、(应用于现代服务业的)关键技术、(现代)服务业、关键技术,,
13,文化科技服务支撑平台研发与示范,(文化)科技、平台,,
13,文化创意产业创作、设计与制作技术,(文化创意)产业、技术,,
13,影视媒体融合服务技术,(影视)媒体、(服务)技术,,
13,混合现实环境下的观演空间支撑技术,(混合现实环境)下、空间、技术,,
13,传播与展示技术,技术,,
13,文化遗产发现与再利用技术,文化遗产、技术,,
13,非物质文化遗产数字化、文化旅游资源数字化技术,(非物质)文化遗产、(文化旅游)资源、技术,,
13,农业（申报代码：2020N5201）,(农业（申报)代码、(申报)代码,,2020N5201
13,我省特色种质资源的挖掘、保护和利用,(我省特色种质)资源,,
13,农业植物资源、畜禽遗传资源和地方特色优势水产品保护和利用技术,(农业)植物、资源、(畜禽遗传)资源、(地方)特色、水产品、(保护和利用)技术,,
13,抗逆优质及适合设施栽培的品种选育和规模化育苗技术,设施、品种、(规模化育苗)技术,,
13,农业植物资源的分类与开发利用、农林资源监测与循环利用、生物资源分子利用,(农业)植物、资源、(农林)资源、(生物)资源分子,,
13,高效栽培、健康养殖,,,
13,主要农林作物、水产和畜禽的高效、生态与健康栽培和养殖技术,(主要农林作物、水产和畜禽的高效、生态与健康栽培和养殖)技术、(高效、生态与健康栽培和养殖)技术、(栽培和养殖)技术,,
13,专用有机肥、可降解农用地膜、新型饲料和饲料添加剂等研发,有机肥、(可降解农用)地膜、(新型)饲料、(饲料)添加剂,,
13,重大农林生物灾害与动物疫病防控技术,(重大农林生物灾害与动物疫病防控)技术、(动物)疫病、(防控)技术,,
13,农业重大病虫害防控监测技术,(农业重大)病虫害、监测技术,,
13,监测预警、快速诊断、应急处理及抗药性检测技术,(监测预警、快速诊断、应急处理及抗药性检测)技术,,
13,高效、低毒、低残留农药、生物农药和先进施药机械开发,(残留)农药、生物农药、机械,,
13,动物重要病原微生物变异情况监测与预警技术,(动物重要)病原、情况、(预警)技术,,
13,新型疫苗和新兽药的研发,(新型)疫苗、(新)兽药,,
13,农副产品精深加工,,,
13,农产品精深加工及副产物与废弃物综合利用、质量控制技术,农产品、副产物、废弃物、质量、技术,,
13,高端生物保健食品、农林资源高附加值转化利用和天然产物有效成份的提取分离等技术,(高端)生物、保健食品、(农林)资源、高附加值、(天然)产物、成份、(提取分离等)技术,,
13,智能化、节能农产品加工设备,(智能化、节能农产品加工)设备、(加工)设备,,
13,现代农业设施装备与信息化技术,(现代农业)设施、装备、(信息化)技术,,
13,智能化农业和小型轻便作业装备、设施农业技术,农业、(小型轻便作业)装备、(设施农业)技术,,
13,新型畜禽、水产规模化养殖技术,(新型畜禽、水产规模化养殖)技术,,
13,农业生产过程监测、控制及决策系统与信息服务技术,(农业生产)过程、(决策)系统、信息、(服务)技术,,
13,农业生态技术,(农业生态)技术,,
13,农业生态保护、农业有机废弃物消纳利用、高效节水、水土保持技术,农业、生态、(农业有机)废弃物、技术,,
13,农林资源监测与循环利用、耕地重金属污染及农业面源污染防控和综合修复技术研发,(农林)资源、(耕地)重金属、(农业)面、技术,,
13,退化土地资源修复技术、绿色农业核算与碳足迹、重要养殖海区污染源调查与生态修复综合治理技术,(土地)资源、技术、(绿色)农业、碳足迹、(重要养殖)海区、污染源、生态、(修复综合治理)技术,,
13,农村人居环境整治技术,农村、环境、(整治)技术,,
13,村镇饮用水水质提升关键技术研究与装备开发、村镇污水处理与循环利用装备开发、村镇生活垃圾移动式小型化处理关键技术与装备研发、乡村生态景观营造关键技术研究、社区环境监测及修复关键技术研发、村镇生物质资源制备清洁能源及高值利用关键技术研究,(村镇)饮用水、水质、关键技术、装备、(村镇)污水处理、装备、村镇、垃圾、关键技术、装备、(乡村)生态景观、关键技术、(社区)环境监测、关键技术、(村镇)生物质、资源、(清洁)能源、(高)值、关键技术,,
13,社会发展（申报代码：2020Y4201）,社会、(申报)代码,,2020Y4201
13,人口与健康领域,(人口与健康)领域、(健康)领域,,
13,开展疾病诊疗技术研究、药物（含生物药）及医疗器械（含医用智能机器人）研发,(疾病诊疗)技术、药物、(生物)药、医疗器械、(医用)智能、机器人,,
13,资源与环境领域,(资源与环境)领域,,
13,开展资源保护与综合利用技术、环境治理与生态修复技术、环境监测与保护技术、节能和绿色环保建筑技术研究,资源、(综合利用)技术、环境治理、生态、(修复)技术、环境监测、(保护)技术、绿色、技术,,
13,公共安全领域,(公共安全)领域,,
13,开展食品安全、社会安全、消防安全、防灾减灾、毒品问题治理等技术研究和文化遗产加固保护关键技术研究与应用示范,食品安全、社会、消防安全、(防灾减灾、毒品问题治理等)技术、(毒品)问题、技术、文化遗产、关键技术,,
15,申报项目申报条件,(申报)项目、条件,,
15,2020年疫情防控常态化情况下,(2020年)疫情、下,,
15,组织举办国家级产业发展论坛系列活动等营销推广莆田区域品牌,(国家级)产业、论坛、系列、(莆田)区域、品牌,,
15,或在市内组织10家以上鞋业自主品牌企业或100家以上工艺美术企业（其中规模以上制造业企业5家以上）参与产供销对接、上下游互动、线上线下推介、抱团营销等“手拉手”活动,市内、企业、企业、(其中规模以上制造业)企业、以上、(线)上线、下,,10家、100家、
