sentence,entity,compare,num
18#实行代表作制度,(代表作)制度,,
18#提供的代表性论文论著应当公开发表或出版两年以上（2018年10月31日之前发表或出版）,(提供的代表性论文)论著、(代表性)论文、论著、(两年)以上、(2018年10月31日)之前,,
18#数量不超过5篇,数量,,5篇
18#其中,,,
18#应至少有一篇为国内优秀期刊论文或专著,(国内优秀)期刊论文、专著,,一篇
18#省技术发明奖,(省)技术、发明奖,,
18#提名省技术发明奖的项目,(提名省技术发明奖的)项目,,
18#应是在我省运用科学技术知识对产品、工艺、材料及其系统等做出重大技术发明,(科学)技术、知识、产品、工艺、材料、(重大技术)发明,,
18#具有明显的原创性、实用性,(明显的)原创性、实用性,,
18#其核心技术必须获得授权发明专利,(其)核心技术、发明专利,,
18#项目整体技术应用必须在二年以上（2018年10月31日前正式投入使用或生产）,项目、技术、以上、(2018年10月31日前正式)投入使用,,二年、2018年10月31日前正式投入使用
18#省科学技术进步奖,(科学技术)进步奖,,
18#提名省科学技术进步奖的项目,(提名省科学技术进步奖的)项目,,
18#应在我省实施科技开发研究及成果应用等方面具有突出成效并产生显著经济效益或社会效益,我省、(实施科技开发研究及成果应用等)方面、(突出)成效、(显著)经济效益、社会效益,,
18#项目整体技术必须应用或实施二年以上（2018年10月31日前正式投入使用或生产）,(项目整体)技术、以上、(2018年10月31日前正式)投入使用,,二年、2018年10月31日前正式投入使用
18#目前仍在使用或生产,目前,,
18#提名省科学技术进步奖中“企业技术创新工程项目”类别的项目,(省)科学技术、(企业)技术创新、(类别的)项目,,
18#其完成单位必须是国家创新型（试点）企业或我省创新型企业,(其完成)单位、(国家)创新型、试点、企业、(我省)创新型、企业,,
18#一个项目只奖励一个单位,(一个)项目、(一个)单位,,一个项目、一个项目只奖励一个单位
18#一个单位只能被授奖一次,(一个)单位,,一个单位、一次
18#省科学技术成果转化奖,(省科学技术)成果、奖,,
18#提名省科学技术成果转化奖的项目,(提名省科学技术成果转化奖的)项目、(转化奖的)项目,,
18#应是将自有先进的科学技术成果或者依法引进、消化吸收其他组织或者个人的先进科学技术成果,(自有先进的科学)技术成果、(科学)技术成果、(消化吸收其他)组织、个人、(先进)科学、技术成果,,
18#在本省落地转化并大规模应用或者大面积推广,(大)面积,,
18#提升产业的技术水平,产业、技术水平,,
18#并产生重大经济社会效益的项目,(产生重大经济社会效益的)项目,,
18#项目成果的整体技术应落地转化并经实践证明二年以上（2018年10月31日前在闽转化）,(项目)成果、(整体)技术、(并经实践证明二年)以上、日前,,二年、2018年10月31
18#作为成果转化应用主要单位的省内企业,成果、(转化应用主要单位的省内)企业、(主要)单位、(省内)企业,,
18#应列为提名项目的主要完成单位,(提名)项目、单位,,
18#按要求提供项目技术成果转化所产生效益的客观佐证材料,要求、(项目)技术成果、(产生效益的客观佐证)材料、(客观)佐证、材料,,
18#并接受实地考察,实地考察,,
19#认定条件：,条件,,
19#依托单位须是在厦设立的独立法人单位,(依托)单位、(设立的独立法人)单位、(独立法人)单位,,
19#重点实验室定位清晰,(重点)实验室,,
19#在本领域中处于我市领先水平,(本)领域、中、(我市)领先水平,,
19#能承担和完成重大科研任务,(重大)科研任务,,
19#重点实验室具有较好的科研基础,(重点)实验室、(较好的科研)基础、(科研)基础,,
19#拥有一定影响的科研成果,科研成果,,
19#至少应符合以下五条中的两条：,以下,,五条、两条
19#近3年内,内,,3年
19#学科类重点实验室主持与实验室研究领域相关的市级以上科研项目15项以上（含）,(学科)类、实验室、实验室、(研究)领域、(相关的市级)以上、(市级)以上、以上,,
19#企业类重点实验室主持或参与与实验室研究领域相关的市级以上科研项目5项以上（含）或获得政府经费1000万元以上,(企业)类、实验室、实验室、(研究)领域、(相关的市级)以上、(市级)以上、以上、(政府)经费,,、1000万元以上
19#近3年内,内,,3年
19#实验室固定人员以第一作者或通讯作者正式出版与研究领域相关的学术专著3部以上（含）,(实验室固定)人员、(第一)作者、(通讯)作者、领域、(相关的学术)专著、(学术)专著、以上,,第一作者、3部
19#或发表SCI或EI期刊论文5篇以上（含）,(SCI或EI期刊论文5篇)以上、(EI)期刊论文、以上,,5篇
19#近3年内,内,,3年
19#获得省市级科学技术奖,(省市级科学技术)奖,,
19#实验室固定人员、依托单位均排名第一,(实验室固定)人员、(依托)单位,,第一
19#或获得国家科学技术奖,(国家)科学技术、奖,,
19#近3年内,内,,3年
19#获得发明专利(含国防专利)、植物新品种、国家级农作物品种、国家新药、国家一级中药保护品种、集成电路布图设计专有权等Ⅰ类知识产权10件以上（含）,发明专利、(国防)专利、(植物新)品种、(国家级农作物)品种、(国家)新药、(国家一级)中药、(保护)品种、集成电路、(设计)专有权、以上,,Ⅰ类、10件
19#近3年内,内,,3年
19#牵头或参与制定技术标准或疾病诊疗指南（不包括本单位内部标准或指南）2项以上（含）,(技术标准或疾病诊疗)指南、(诊疗)指南、(本)单位、标准、指南、以上,,2项
19#具备一定规模的科研实验条件、基础设施和经费保障,(一定)规模、(科研)实验、条件、(基础)设施、经费,,
19#其中：学科类重点实验室独立科研用房不少于500平方米,(学科)类、(科研)用房,不少于,不少、500平方米
19#企业类科研用房面积不少于1000平方米,(企业)类、(用房)面积,不少于,不少、1000平方米
19#科研场所相对集中,(科研)场所,,
19#科研仪器设备总价原值不少于1000万元,(科研仪器设备)总价、原值,不少于,不少、1000万元
19#或近三年新增科研仪器设备原值不少于600万元,(近)三年、(仪器设备)原值,不少于,不少、600万元
19#或近三年每年企业研发费用总额占同期营业收入总额不低于15%,(近)三年、(每年企业研发费用)总额、(同期营业收入)总额,不低于,15%
19#近三年重点实验室建设与运行经费投入不少于1000万元,(近)三年、(重点)实验室、(运行)经费、投入,不少于,不少、1000万元
19#拥有一支数量合理、结构优化、创新意识强、相对稳定的科技创新队伍,(一支)数量、(合理、结构优化、创新意识强、相对稳定的科技创新)队伍、(创新)意识、科技、队伍,,一支数量
19#学科类重点实验室固定研究人员不少于20名,(学科)类、(研究)人员,不少于,不少、20名
19#其中高级技术职称或具有博士学位人员不少于10名,(其中高级)技术职称、(具有博士学位)人员,不少于,不少、10名
19#企业重点实验室固定研发人员不少于15名,(企业重点)实验室、(研发)人员,不少于,不少、15名
19#其中中级技术职称或具有硕士学位或获组织部门授予人才称号的人员不少于8名,(其中中级)技术职称、(具有硕士学位或获组织部门授予人才称号的)人员、(获组织部门授予人才称号的)人员、(授予人才称号的)人员,不少于,不少、8名
19#同一科研人员只作为一家市重点实验室成员,(同一)科研人员、(一家市重点)实验室、成员,,一家市重点实验室
19#其项目、专利等成果只属于一家市重点实验室,(其)项目、专利、成果、(一家市重点)实验室,,
19#重点实验室主任应是依托单位负责技术工作的企业高管或具有正高级职称,(重点)实验室、主任、(依托)单位、技术、企业、(正)高级职称,,
19#在本行业或领域内有一定知名度,(本)行业、领域、内、(一定)知名度,,
19#具有较强的组织管理和协调能力,(管理和协调)能力,,
19#年龄不超过六十岁（参考法定退休年龄）,年龄、(法定)退休年龄,,六十岁
19#近三年应主持市级及以上科研项目,(近)三年、(市级及以上)科研项目,,
19#获得政府经费100万元以上,(政府)经费、以上,,100万元
19#或获I类知识产权,(I)类、知识产权,,
19#或获市级及以上科学技术奖,(市级及以上科学技术)奖、(以上)科学技术、奖,,
19#新引进的实验室主任,(引进的实验室)主任、(实验室)主任,,
19#近三年于原工作单位取得的科研成果可纳入统计,(原工作)单位、(取得的)科研成果,,三年
19#学术交流与开放共享,学术交流,,
19#重点实验室应开展国内外学术交流,(重点)实验室、(国内外)学术交流,,
19#近三年主办学术会议或承办学会、协会主办的行业研讨、论坛等不少于1次,(近)三年、学术会议、学会、协会、行业、论坛、等,不少于,不少、1次
